PaymentData(id=3, limitBalance=90000, sex=2, education=2, marriage=2, age=34, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=29239, bill2=14027, bill3=13559, bill4=14331, bill5=14948, bill6=15549, payv1=1518, payv2=1500, payv3=1000, payv4=1000, payv5=1000, payv6=5000, defaultPaymentNextMonth=0)PaymentData(id=4, limitBalance=50000, sex=2, education=2, marriage=1, age=37, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=46990, bill2=48233, bill3=49291, bill4=28314, bill5=28959, bill6=29547, payv1=2000, payv2=2019, payv3=1200, payv4=1100, payv5=1069, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=5, limitBalance=50000, sex=1, education=2, marriage=1, age=57, pay0=-1, pay2=0, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=8617, bill2=5670, bill3=35835, bill4=20940, bill5=19146, bill6=19131, payv1=2000, payv2=36681, payv3=10000, payv4=9000, payv5=689, payv6=679, defaultPaymentNextMonth=0)
PaymentData(id=379, limitBalance=210000, sex=1, education=1, marriage=2, age=30, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=69937, bill2=71906, bill3=43308, bill4=44584, bill5=47842, bill6=49888, payv1=3500, payv2=3000, payv3=2000, payv4=4000, payv5=3000, payv6=10000, defaultPaymentNextMonth=0)
PaymentData(id=380, limitBalance=50000, sex=1, education=2, marriage=2, age=31, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=20526, bill2=15129, bill3=15093, bill4=9577, bill5=11139, bill6=12487, payv1=2000, payv2=3000, payv3=327, payv4=3000, payv5=3000, payv6=5000, defaultPaymentNextMonth=1)
PaymentData(id=381, limitBalance=130000, sex=2, education=2, marriage=2, age=29, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=89055, bill2=90780, bill3=70947, bill4=72367, bill5=73875, bill6=75355, payv1=4200, payv2=2575, payv3=2600, payv4=2674, payv5=2701, payv6=5750, defaultPaymentNextMonth=0)
PaymentData(id=382, limitBalance=50000, sex=2, education=2, marriage=1, age=37, pay0=2, pay2=2, pay3=2, pay4=0, pay5=0, pay6=0, bill1=1894, bill2=3200, bill3=3381, bill4=3559, bill5=1948, bill6=2415, payv1=1500, payv2=400, payv3=200, payv4=500, payv5=500, payv6=400, defaultPaymentNextMonth=1)
PaymentData(id=383, limitBalance=140000, sex=1, education=3, marriage=1, age=36, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=100594, bill2=78372, bill3=91502, bill4=90859, bill5=88616, bill6=88450, payv1=3000, payv2=30000, payv3=4000, payv4=4000, payv5=3400, payv6=3300, defaultPaymentNextMonth=0)
PaymentData(id=386, limitBalance=410000, sex=2, education=5, marriage=1, age=42, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=338106, bill2=342904, bill3=344464, bill4=240865, bill5=234939, bill6=240176, payv1=15000, payv2=14000, payv3=9000, payv4=8500, payv5=9000, payv6=8300, defaultPaymentNextMonth=0)
PaymentData(id=388, limitBalance=80000, sex=1, education=3, marriage=1, age=73, pay0=-1, pay2=0, pay3=0, pay4=2, pay5=2, pay6=2, bill1=63144, bill2=65631, bill3=68875, bill4=70646, bill5=72870, bill6=75018, payv1=3500, payv2=4330, payv3=3500, payv4=3500, payv5=3500, payv6=5100, defaultPaymentNextMonth=1)
PaymentData(id=389, limitBalance=150000, sex=1, education=2, marriage=1, age=43, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=153249, bill2=154049, bill3=156523, bill4=159653, bill5=162866, bill6=157759, payv1=7900, payv2=6500, payv3=5700, payv4=5700, payv5=5700, payv6=5334, defaultPaymentNextMonth=0)
PaymentData(id=393, limitBalance=310000, sex=1, education=2, marriage=1, age=44, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=103797, bill2=91989, bill3=87720, bill4=76218, bill5=72090, bill6=71620, payv1=4400, payv2=4013, payv3=3011, payv4=3000, payv5=3001, payv6=2653, defaultPaymentNextMonth=0)
PaymentData(id=394, limitBalance=140000, sex=2, education=2, marriage=2, age=29, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=20110, bill2=17102, bill3=18862, bill4=19996, bill5=21214, bill6=21085, payv1=3000, payv2=3000, payv3=3000, payv4=3500, payv5=2000, payv6=2000, defaultPaymentNextMonth=0)
PaymentData(id=396, limitBalance=140000, sex=2, education=1, marriage=2, age=27, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=142428, bill2=144105, bill3=143952, bill4=142590, bill5=142650, bill6=142620, payv1=10000, payv2=10000, payv3=6000, payv4=6000, payv5=6000, payv6=5600, defaultPaymentNextMonth=0)
PaymentData(id=399, limitBalance=210000, sex=2, education=2, marriage=1, age=30, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=104701, bill2=106134, bill3=108423, bill4=91143, bill5=82733, bill6=74125, payv1=4002, payv2=5000, payv3=3500, payv4=3000, payv5=2700, payv6=5000, defaultPaymentNextMonth=0)
PaymentData(id=401, limitBalance=240000, sex=1, education=1, marriage=2, age=29, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=-1, bill1=156362, bill2=132280, bill3=99174, bill4=65372, bill5=28797, bill6=184922, payv1=5233, payv2=3289, payv3=2072, payv4=3018, payv5=184922, payv6=6100, defaultPaymentNextMonth=0)
PaymentData(id=402, limitBalance=60000, sex=2, education=3, marriage=3, age=42, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=41322, bill2=29091, bill3=28097, bill4=28665, bill5=28768, bill6=29064, payv1=1488, payv2=1394, payv3=962, payv4=1500, payv5=2541, payv6=2000, defaultPaymentNextMonth=0)
PaymentData(id=404, limitBalance=30000, sex=1, education=2, marriage=1, age=48, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=27879, bill2=28870, bill3=27806, bill4=25142, bill5=25667, bill6=26179, payv1=1774, payv2=1710, payv3=1046, payv4=1079, payv5=1089, payv6=2244, defaultPaymentNextMonth=0)
PaymentData(id=408, limitBalance=500000, sex=1, education=1, marriage=1, age=37, pay0=1, pay2=2, pay3=0, pay4=0, pay5=0, pay6=0, bill1=507062, bill2=491956, bill3=430637, bill4=376657, bill5=356636, bill6=303510, payv1=325, payv2=15296, payv3=12137, payv4=12312, payv5=14113, payv6=10526, defaultPaymentNextMonth=0)
PaymentData(id=409, limitBalance=320000, sex=2, education=1, marriage=2, age=27, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=55607, bill2=62893, bill3=59001, bill4=61565, bill5=59508, bill6=66541, payv1=11404, payv2=8232, payv3=10450, payv4=9697, payv5=16477, payv6=11341, defaultPaymentNextMonth=0)
PaymentData(id=410, limitBalance=280000, sex=1, education=1, marriage=2, age=31, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=168382, bill2=175646, bill3=180650, bill4=182672, bill5=168399, bill6=167983, payv1=10000, payv2=8000, payv3=6371, payv4=6217, payv5=5947, payv6=6288, defaultPaymentNextMonth=0)
PaymentData(id=415, limitBalance=480000, sex=2, education=3, marriage=1, age=41, pay0=-2, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=14867, bill2=26665, bill3=199960, bill4=9033, bill5=19371, bill6=22593, payv1=26734, payv2=199982, payv3=9033, payv4=19371, payv5=22593, payv6=2000, defaultPaymentNextMonth=0)
PaymentData(id=419, limitBalance=50000, sex=1, education=2, marriage=1, age=48, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=44338, bill2=43048, bill3=35639, bill4=18753, bill5=19091, bill6=19548, payv1=3629, payv2=3332, payv3=2000, payv4=2000, payv5=2000, payv6=2500, defaultPaymentNextMonth=0)
PaymentData(id=422, limitBalance=440000, sex=2, education=1, marriage=2, age=29, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=169661, bill2=167199, bill3=158520, bill4=156977, bill5=157963, bill6=151936, payv1=8071, payv2=9021, payv3=7013, payv4=6013, payv5=6028, payv6=6010, defaultPaymentNextMonth=0)
PaymentData(id=425, limitBalance=490000, sex=2, education=2, marriage=1, age=30, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=192586, bill2=197967, bill3=201666, bill4=205798, bill5=196698, bill6=190306, payv1=10000, payv2=7143, payv3=7306, payv4=6303, payv5=6429, payv6=6000, defaultPaymentNextMonth=0)
PaymentData(id=429, limitBalance=70000, sex=1, education=1, marriage=2, age=27, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=70119, bill2=68536, bill3=66601, bill4=29401, bill5=28949, bill6=29795, payv1=3600, payv2=1646, payv3=600, payv4=28468, payv5=1327, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=430, limitBalance=210000, sex=2, education=2, marriage=2, age=33, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=212601, bill2=177946, bill3=119362, bill4=117766, bill5=68791, bill6=66167, payv1=6000, payv2=4500, payv3=5000, payv4=3000, payv5=3000, payv6=3000, defaultPaymentNextMonth=0)
PaymentData(id=431, limitBalance=90000, sex=2, education=2, marriage=2, age=25, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=91894, bill2=71732, bill3=73241, bill4=74424, bill5=76070, bill6=77648, payv1=3200, payv2=3300, payv3=3000, payv4=3001, payv5=3000, payv6=3100, defaultPaymentNextMonth=0)
PaymentData(id=432, limitBalance=390000, sex=2, education=1, marriage=2, age=27, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=304867, bill2=299998, bill3=300426, bill4=292869, bill5=292885, bill6=281826, payv1=13007, payv2=10612, payv3=10041, payv4=11000, payv5=10512, payv6=7000, defaultPaymentNextMonth=1)
PaymentData(id=433, limitBalance=110000, sex=2, education=1, marriage=2, age=29, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=48123, bill2=49537, bill3=50422, bill4=50990, bill5=52014, bill6=53206, payv1=2500, payv2=2500, payv3=2000, payv4=2000, payv5=2057, payv6=2500, defaultPaymentNextMonth=0)
PaymentData(id=434, limitBalance=580000, sex=2, education=1, marriage=1, age=36, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=159760, bill2=162189, bill3=166127, bill4=169365, bill5=168755, bill6=167964, payv1=6422, payv2=6565, payv3=5951, payv4=6006, payv5=5894, payv6=5946, defaultPaymentNextMonth=0)
PaymentData(id=438, limitBalance=110000, sex=1, education=3, marriage=1, age=37, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=61807, bill2=62499, bill3=62162, bill4=60605, bill5=60272, bill6=60145, payv1=2300, payv2=2200, payv3=2300, payv4=2200, payv5=2300, payv6=2300, defaultPaymentNextMonth=0)
PaymentData(id=439, limitBalance=50000, sex=2, education=1, marriage=1, age=25, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=51044, bill2=50231, bill3=46677, bill4=44982, bill5=21399, bill6=20859, payv1=2500, payv2=3008, payv3=1000, payv4=761, payv5=800, payv6=704, defaultPaymentNextMonth=0)
PaymentData(id=440, limitBalance=80000, sex=2, education=1, marriage=2, age=23, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=77024, bill2=73281, bill3=57806, bill4=37642, bill5=46235, bill6=47110, payv1=3212, payv2=1600, payv3=956, payv4=40000, payv5=1800, payv6=1700, defaultPaymentNextMonth=1)
PaymentData(id=441, limitBalance=50000, sex=1, education=2, marriage=2, age=23, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=0, pay6=0, bill1=350, bill2=350, bill3=400, bill4=1695, bill5=12645, bill6=12584, payv1=350, payv2=400, payv3=1695, payv4=11300, payv5=485, payv6=2400, defaultPaymentNextMonth=0)
PaymentData(id=444, limitBalance=200000, sex=2, education=1, marriage=2, age=27, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=122923, bill2=124653, bill3=126355, bill4=114881, bill5=117213, bill6=124793, payv1=5704, payv2=5930, payv3=4000, payv4=4003, payv5=10033, payv6=4400, defaultPaymentNextMonth=0)
PaymentData(id=445, limitBalance=240000, sex=1, education=1, marriage=2, age=44, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=246135, bill2=231443, bill3=234557, bill4=200643, bill5=194410, bill6=198857, payv1=12026, payv2=9010, payv3=7400, payv4=8000, payv5=8000, payv6=7000, defaultPaymentNextMonth=1)
PaymentData(id=446, limitBalance=220000, sex=1, education=2, marriage=2, age=34, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=37304, bill2=33304, bill3=29254, bill4=24875, bill5=20329, bill6=15602, payv1=1600, payv2=1500, payv3=1100, payv4=1000, payv5=600, payv6=500, defaultPaymentNextMonth=0)
PaymentData(id=447, limitBalance=160000, sex=2, education=1, marriage=2, age=28, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=146433, bill2=107604, bill3=89902, bill4=90983, bill5=82255, bill6=83988, payv1=4500, payv2=4400, payv3=3000, payv4=2400, payv5=2500, payv6=2500, defaultPaymentNextMonth=0)
PaymentData(id=453, limitBalance=260000, sex=1, education=2, marriage=2, age=37, pay0=0, pay2=0, pay3=0, pay4=-1, pay5=0, pay6=0, bill1=255691, bill2=262736, bill3=36638, bill4=122388, bill5=127402, bill6=131074, payv1=14000, payv2=5022, payv3=130000, payv4=7000, payv5=6000, payv6=6000, defaultPaymentNextMonth=0)
PaymentData(id=454, limitBalance=200000, sex=2, education=1, marriage=2, age=26, pay0=0, pay2=0, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=156786, bill2=179, bill3=1443, bill4=1443, bill5=1443, bill6=871, payv1=179, payv2=1443, payv3=1443, payv4=1443, payv5=871, payv6=2015, defaultPaymentNextMonth=0)
PaymentData(id=455, limitBalance=80000, sex=1, education=2, marriage=2, age=42, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=78129, bill2=28202, bill3=78553, bill4=49340, bill5=48919, bill6=48443, payv1=2500, payv2=51432, payv3=1800, payv4=1800, payv5=1800, payv6=1700, defaultPaymentNextMonth=0)
PaymentData(id=456, limitBalance=40000, sex=1, education=2, marriage=2, age=39, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=-1, bill1=40034, bill2=36549, bill3=17431, bill4=15031, bill5=10600, bill6=5315, payv1=2027, payv2=1207, payv3=301, payv4=212, payv5=5315, payv6=4987, defaultPaymentNextMonth=0)
PaymentData(id=459, limitBalance=230000, sex=2, education=2, marriage=1, age=41, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=819, bill2=18163, bill3=5473, bill4=8162, bill5=6985, bill6=9130, payv1=18163, payv2=5654, payv3=12887, payv4=6985, payv5=9130, payv6=6554, defaultPaymentNextMonth=0)
PaymentData(id=461, limitBalance=180000, sex=2, education=2, marriage=1, age=38, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=152510, bill2=151651, bill3=159019, bill4=123022, bill5=126075, bill6=126219, payv1=5657, payv2=10372, payv3=5000, payv4=5000, payv5=5000, payv6=5000, defaultPaymentNextMonth=0)
PaymentData(id=462, limitBalance=80000, sex=2, education=2, marriage=1, age=36, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=1689, bill2=8638, bill3=5702, bill4=2980, bill5=1260, bill6=7868, payv1=8638, payv2=5723, payv3=2980, payv4=1260, payv5=7868, payv6=2198, defaultPaymentNextMonth=0)
PaymentData(id=463, limitBalance=290000, sex=2, education=2, marriage=2, age=26, pay0=0, pay2=0, pay3=0, pay4=-1, pay5=-1, pay6=0, bill1=20807, bill2=99860, bill3=100000, bill4=3015, bill5=23473, bill6=1448, payv1=80000, payv2=3000, payv3=3015, payv4=23473, payv5=1148, payv6=4900, defaultPaymentNextMonth=0)
PaymentData(id=464, limitBalance=230000, sex=2, education=1, marriage=2, age=28, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=30141, bill2=131255, bill3=110503, bill4=99283, bill5=97599, bill6=96116, payv1=120093, payv2=8034, payv3=3013, payv4=4010, payv5=5882, payv6=3000, defaultPaymentNextMonth=0)
PaymentData(id=466, limitBalance=230000, sex=1, education=1, marriage=1, age=59, pay0=-1, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=208459, bill2=206331, bill3=203813, bill4=201331, bill5=198999, bill6=191671, payv1=7536, payv2=7277, payv3=7100, payv4=7120, payv5=6844, payv6=6945, defaultPaymentNextMonth=1)
PaymentData(id=467, limitBalance=220000, sex=1, education=1, marriage=2, age=38, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=212795, bill2=211043, bill3=212759, bill4=218541, bill5=167743, bill6=165300, payv1=8909, payv2=7500, payv3=9000, payv4=6729, payv5=6000, payv6=7009, defaultPaymentNextMonth=1)
PaymentData(id=468, limitBalance=230000, sex=1, education=2, marriage=2, age=32, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=28114, bill2=28006, bill3=25000, bill4=22046, bill5=19860, bill6=19831, payv1=1610, payv2=1224, payv3=655, payv4=627, payv5=620, payv6=500, defaultPaymentNextMonth=0)
PaymentData(id=469, limitBalance=500000, sex=1, education=2, marriage=1, age=38, pay0=0, pay2=0, pay3=0, pay4=-1, pay5=0, pay6=0, bill1=59372, bill2=49677, bill3=49515, bill4=42568, bill5=48268, bill6=51481, payv1=10026, payv2=7241, payv3=50091, payv4=25000, payv5=5078, payv6=2132, defaultPaymentNextMonth=0)
PaymentData(id=470, limitBalance=90000, sex=2, education=1, marriage=1, age=41, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=6160, bill2=3274, bill3=6190, bill4=307, bill5=2870, bill6=670, payv1=3276, payv2=6246, payv3=307, payv4=2870, payv5=670, payv6=1362, defaultPaymentNextMonth=0)
PaymentData(id=471, limitBalance=390000, sex=2, education=3, marriage=2, age=35, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=355215, bill2=363325, bill3=373181, bill4=252195, bill5=257496, bill6=263018, payv1=13802, payv2=16525, payv3=8893, payv4=9229, payv5=10000, payv6=9435, defaultPaymentNextMonth=1)
PaymentData(id=472, limitBalance=400000, sex=2, education=2, marriage=2, age=41, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=366193, bill2=372700, bill3=375948, bill4=195991, bill5=152127, bill6=155182, payv1=14020, payv2=13595, payv3=6243, payv4=6007, payv5=6061, payv6=6012, defaultPaymentNextMonth=0)
PaymentData(id=473, limitBalance=180000, sex=1, education=2, marriage=1, age=34, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=2927, bill2=2790, bill3=1140, bill4=2144, bill5=1180, bill6=1382, payv1=2790, payv2=1140, payv3=2144, payv4=1180, payv5=1382, payv6=2440, defaultPaymentNextMonth=0)
PaymentData(id=476, limitBalance=60000, sex=2, education=2, marriage=2, age=29, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=27199, bill2=28358, bill3=28937, bill4=29614, bill5=30391, bill6=23159, payv1=1900, payv2=1400, payv3=1000, payv4=1100, payv5=1000, payv6=420, defaultPaymentNextMonth=0)
PaymentData(id=477, limitBalance=50000, sex=1, education=1, marriage=2, age=44, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=50893, bill2=28527, bill3=29241, bill4=28513, bill5=29106, bill6=29638, payv1=1800, payv2=1500, payv3=1200, payv4=1203, payv5=1166, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=484, limitBalance=90000, sex=1, education=3, marriage=1, age=48, pay0=1, pay2=2, pay3=2, pay4=2, pay5=2, pay6=2, bill1=77604, bill2=73317, bill3=71334, bill4=67009, bill5=63228, bill6=59378, payv1=1700, payv2=4000, payv3=1600, payv4=1600, payv5=1500, payv6=4086, defaultPaymentNextMonth=0)
PaymentData(id=485, limitBalance=100000, sex=2, education=2, marriage=1, age=43, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=2491, bill2=1709, bill3=574, bill4=556, bill5=2306, bill6=2562, payv1=1709, payv2=574, payv3=556, payv4=2306, payv5=2562, payv6=2111, defaultPaymentNextMonth=0)
PaymentData(id=486, limitBalance=190000, sex=1, education=2, marriage=1, age=31, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=177554, bill2=180633, bill3=172914, bill4=130139, bill5=115494, bill6=117465, payv1=7600, payv2=6303, payv3=4137, payv4=3502, payv5=4027, payv6=3517, defaultPaymentNextMonth=0)
PaymentData(id=488, limitBalance=320000, sex=1, education=2, marriage=1, age=39, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=93768, bill2=91523, bill3=91579, bill4=91193, bill5=92837, bill6=95323, payv1=3317, payv2=3506, payv3=4218, payv4=5000, payv5=6080, payv6=938, defaultPaymentNextMonth=0)
PaymentData(id=490, limitBalance=260000, sex=2, education=1, marriage=1, age=34, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=16426, bill2=6088, bill3=4663, bill4=3885, bill5=4414, bill6=2514, payv1=6277, payv2=4663, payv3=4140, payv4=4414, payv5=2646, payv6=7725, defaultPaymentNextMonth=0)
PaymentData(id=493, limitBalance=260000, sex=1, education=2, marriage=2, age=30, pay0=0, pay2=0, pay3=0, pay4=2, pay5=0, pay6=0, bill1=98560, bill2=100980, bill3=222102, bill4=108724, bill5=68500, bill6=69174, payv1=4000, payv2=11900, payv3=207, payv4=2003, payv5=2003, payv6=2003, defaultPaymentNextMonth=0)
PaymentData(id=495, limitBalance=80000, sex=2, education=1, marriage=1, age=28, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=8574, bill2=9434, bill3=10038, bill4=10040, bill5=10400, bill6=10490, payv1=1203, payv2=1047, payv3=248, payv4=408, payv5=294, payv6=276, defaultPaymentNextMonth=1)
PaymentData(id=496, limitBalance=50000, sex=1, education=1, marriage=1, age=41, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=508, bill2=672, bill3=226, bill4=390, bill5=220, bill6=320, payv1=1000, payv2=390, payv3=1000, payv4=220, payv5=640, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=497, limitBalance=200000, sex=2, education=3, marriage=2, age=47, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=203183, bill2=202961, bill3=194449, bill4=196814, bill5=200526, bill6=198717, payv1=7521, payv2=7000, payv3=7000, payv4=7128, payv5=8000, payv6=7100, defaultPaymentNextMonth=0)
PaymentData(id=503, limitBalance=230000, sex=2, education=6, marriage=2, age=46, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=221590, bill2=227397, bill3=230302, bill4=186635, bill5=189896, bill6=193351, payv1=10000, payv2=9000, payv3=8000, payv4=8000, payv5=7500, payv6=7000, defaultPaymentNextMonth=0)
PaymentData(id=512, limitBalance=120000, sex=2, education=2, marriage=2, age=35, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=240, bill2=240, bill3=240, bill4=240, bill5=240, bill6=240, payv1=240, payv2=240, payv3=240, payv4=240, payv5=240, payv6=240, defaultPaymentNextMonth=1)
PaymentData(id=513, limitBalance=360000, sex=1, education=1, marriage=2, age=28, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=20223, bill2=52962, bill3=3978, bill4=1743, bill5=2828, bill6=50537, payv1=53228, payv2=3997, payv3=1750, payv4=2853, payv5=51041, payv6=3219, defaultPaymentNextMonth=0)
PaymentData(id=514, limitBalance=50000, sex=1, education=2, marriage=2, age=23, pay0=2, pay2=2, pay3=2, pay4=2, pay5=2, pay6=2, bill1=29509, bill2=30741, bill3=31438, bill4=31924, bill5=32566, bill6=33081, payv1=2000, payv2=1500, payv3=1300, payv4=1300, payv5=1200, payv6=1500, defaultPaymentNextMonth=1)
PaymentData(id=515, limitBalance=20000, sex=2, education=2, marriage=2, age=23, pay0=0, pay2=0, pay3=2, pay4=0, pay5=0, pay6=0, bill1=18355, bill2=20259, bill3=19534, bill4=16467, bill5=15746, bill6=13246, payv1=2900, payv2=10, payv3=577, payv4=430, payv5=1017, payv6=4, defaultPaymentNextMonth=0)
PaymentData(id=516, limitBalance=100000, sex=1, education=3, marriage=1, age=56, pay0=0, pay2=0, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=94265, bill2=53376, bill3=85787, bill4=78762, bill5=79529, bill6=80335, payv1=2385, payv2=88678, payv3=2169, payv4=2634, payv5=3132, payv6=732, defaultPaymentNextMonth=0)
PaymentData(id=517, limitBalance=70000, sex=1, education=3, marriage=1, age=32, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=68739, bill2=67629, bill3=69188, bill4=68392, bill5=69884, bill6=71284, payv1=3060, payv2=3300, payv3=2610, payv4=2750, payv5=2750, payv6=5500, defaultPaymentNextMonth=0)
PaymentData(id=518, limitBalance=50000, sex=1, education=2, marriage=1, age=47, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=13917, bill2=16695, bill3=21320, bill4=18614, bill5=19003, bill6=19439, payv1=3000, payv2=5000, payv3=2000, payv4=618, payv5=679, payv6=500, defaultPaymentNextMonth=0)
PaymentData(id=520, limitBalance=290000, sex=2, education=1, marriage=1, age=34, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=93844, bill2=97708, bill3=103066, bill4=104864, bill5=110151, bill6=115297, payv1=6000, payv2=7000, payv3=5000, payv4=7000, payv5=7000, payv6=7000, defaultPaymentNextMonth=0)
PaymentData(id=521, limitBalance=30000, sex=2, education=1, marriage=1, age=31, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=16496, bill2=17522, bill3=18531, bill4=18744, bill5=19291, bill6=19818, payv1=1597, payv2=1606, payv3=819, payv4=1000, payv5=1000, payv6=1623, defaultPaymentNextMonth=0)
PaymentData(id=523, limitBalance=360000, sex=1, education=1, marriage=2, age=28, pay0=-1, pay2=-1, pay3=-1, pay4=0, pay5=0, pay6=-1, bill1=1210, bill2=820, bill3=64644, bill4=125984, bill5=106584, bill6=125557, payv1=390, payv2=75720, payv3=62520, payv4=17000, payv5=132200, payv6=167000, defaultPaymentNextMonth=1)
PaymentData(id=524, limitBalance=140000, sex=2, education=2, marriage=1, age=42, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=111496, bill2=112133, bill3=69529, bill4=70804, bill5=70781, bill6=66735, payv1=6022, payv2=3021, payv3=5012, payv4=5112, payv5=3000, payv6=5000, defaultPaymentNextMonth=1)
PaymentData(id=525, limitBalance=210000, sex=2, education=1, marriage=2, age=32, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=67374, bill2=69489, bill3=70937, bill4=71761, bill5=73505, bill6=74827, payv1=3200, payv2=3200, payv3=2600, payv4=2900, payv5=2700, payv6=3000, defaultPaymentNextMonth=0)
