PaymentData(id=1, limitBalance=20000, sex=2, education=2, marriage=1, age=24, pay0=2, pay2=2, pay3=-1, pay4=-1, pay5=-2, pay6=-2, bill1=3913, bill2=3102, bill3=689, bill4=0, bill5=0, bill6=0, payv1=0, payv2=689, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=1)PaymentData(id=2, limitBalance=120000, sex=2, education=2, marriage=2, age=26, pay0=-1, pay2=2, pay3=0, pay4=0, pay5=0, pay6=2, bill1=2682, bill2=1725, bill3=2682, bill4=3272, bill5=3455, bill6=3261, payv1=0, payv2=1000, payv3=1000, payv4=1000, payv5=0, payv6=2000, defaultPaymentNextMonth=1)
PaymentData(id=8, limitBalance=100000, sex=2, education=2, marriage=2, age=23, pay0=0, pay2=-1, pay3=-1, pay4=0, pay5=0, pay6=-1, bill1=11876, bill2=380, bill3=601, bill4=221, bill5=-159, bill6=567, payv1=380, payv2=601, payv3=0, payv4=581, payv5=1687, payv6=1542, defaultPaymentNextMonth=0)
PaymentData(id=736, limitBalance=70000, sex=2, education=3, marriage=1, age=50, pay0=-2, pay2=-2, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=27345, bill2=-1041, bill3=17571, bill4=17920, bill5=18296, bill6=18659, payv1=1041, payv2=18862, payv3=640, payv4=663, payv5=666, payv6=690, defaultPaymentNextMonth=0)
PaymentData(id=740, limitBalance=80000, sex=2, education=2, marriage=2, age=25, pay0=2, pay2=0, pay3=0, pay4=2, pay5=0, pay6=0, bill1=17330, bill2=19258, bill3=23416, bill4=22768, bill5=23243, bill6=23718, payv1=3000, payv2=4790, payv3=0, payv4=816, payv5=833, payv6=2000, defaultPaymentNextMonth=1)
PaymentData(id=742, limitBalance=110000, sex=2, education=1, marriage=2, age=30, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-2, pay6=-2, bill1=1064, bill2=2001, bill3=3796, bill4=0, bill5=0, bill6=0, payv1=2007, payv2=3796, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=744, limitBalance=70000, sex=1, education=1, marriage=2, age=51, pay0=0, pay2=0, pay3=0, pay4=2, pay5=0, pay6=0, bill1=43048, bill2=43257, bill3=44115, bill4=41112, bill5=39922, bill6=40150, payv1=3000, payv2=4000, payv3=0, payv4=1500, payv5=3000, payv6=5000, defaultPaymentNextMonth=0)
PaymentData(id=749, limitBalance=150000, sex=2, education=1, marriage=2, age=31, pay0=2, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=390, bill2=390, bill3=390, bill4=4825, bill5=5202, bill6=780, payv1=390, payv2=390, payv3=4825, payv4=5202, payv5=780, payv6=0, defaultPaymentNextMonth=1)
PaymentData(id=750, limitBalance=50000, sex=2, education=2, marriage=2, age=25, pay0=8, pay2=7, pay3=6, pay4=5, pay5=4, pay6=3, bill1=37647, bill2=37102, bill3=36238, bill4=36374, bill5=35229, bill6=34365, payv1=0, payv2=0, payv3=1000, payv4=0, payv5=0, payv6=3000, defaultPaymentNextMonth=1)
PaymentData(id=751, limitBalance=50000, sex=2, education=2, marriage=1, age=26, pay0=1, pay2=-2, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=0, bill2=0, bill3=1756, bill4=2719, bill5=4049, bill6=5176, payv1=0, payv2=1756, payv3=1000, payv4=1537, payv5=1200, payv6=2000, defaultPaymentNextMonth=0)
PaymentData(id=752, limitBalance=90000, sex=2, education=1, marriage=2, age=25, pay0=2, pay2=0, pay3=0, pay4=0, pay5=0, pay6=-1, bill1=84710, bill2=87334, bill3=87862, bill4=18889, bill5=-783, bill6=73568, payv1=4000, payv2=3258, payv3=1000, payv4=0, payv5=77500, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=756, limitBalance=230000, sex=1, education=2, marriage=2, age=58, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=110163, bill2=112499, bill3=114837, bill4=116400, bill5=45643, bill6=51083, payv1=5600, payv2=5700, payv3=5000, payv4=1855, payv5=6400, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=758, limitBalance=230000, sex=2, education=2, marriage=1, age=30, pay0=2, pay2=0, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=9636, bill2=10152, bill3=1817, bill4=-828, bill5=6153, bill6=12663, payv1=1222, payv2=1837, payv3=0, payv4=7863, payv5=12675, payv6=2959, defaultPaymentNextMonth=1)
PaymentData(id=761, limitBalance=50000, sex=2, education=2, marriage=2, age=52, pay0=1, pay2=2, pay3=0, pay4=0, pay5=0, pay6=2, bill1=43343, bill2=43360, bill3=23417, bill4=21969, bill5=21179, bill6=18711, payv1=1300, payv2=1400, payv3=920, payv4=1700, payv5=0, payv6=900, defaultPaymentNextMonth=1)
PaymentData(id=762, limitBalance=140000, sex=2, education=2, marriage=2, age=24, pay0=-1, pay2=-1, pay3=-2, pay4=-1, pay5=-1, pay6=-2, bill1=197, bill2=0, bill3=0, bill4=233, bill5=0, bill6=0, payv1=0, payv2=0, payv3=233, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=763, limitBalance=260000, sex=2, education=2, marriage=1, age=35, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=0, bill1=7967, bill2=67650, bill3=6000, bill4=0, bill5=88348, bill6=85962, payv1=67650, payv2=6000, payv3=0, payv4=88348, payv5=5000, payv6=25000, defaultPaymentNextMonth=0)
PaymentData(id=764, limitBalance=90000, sex=2, education=3, marriage=2, age=29, pay0=-1, pay2=2, pay3=-1, pay4=-1, pay5=-1, pay6=-2, bill1=19450, bill2=3123, bill3=2121, bill4=3113, bill5=0, bill6=0, payv1=0, payv2=3509, payv3=3113, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=769, limitBalance=220000, sex=1, education=2, marriage=1, age=40, pay0=-1, pay2=-1, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=158, bill2=0, bill3=0, bill4=0, bill5=0, bill6=612, payv1=0, payv2=0, payv3=0, payv4=0, payv5=612, payv6=1863, defaultPaymentNextMonth=0)
PaymentData(id=770, limitBalance=200000, sex=2, education=1, marriage=1, age=35, pay0=-2, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=2257, bill2=4261, bill3=1265, bill4=2473, bill5=0, bill6=0, payv1=4266, payv2=1667, payv3=2473, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=775, limitBalance=50000, sex=2, education=1, marriage=2, age=33, pay0=-1, pay2=2, pay3=-1, pay4=-1, pay5=-1, pay6=-2, bill1=7363, bill2=5180, bill3=31902, bill4=11044, bill5=0, bill6=0, payv1=39, payv2=32013, payv3=11079, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=776, limitBalance=60000, sex=2, education=1, marriage=2, age=26, pay0=1, pay2=2, pay3=0, pay4=0, pay5=0, pay6=0, bill1=29649, bill2=21657, bill3=28736, bill4=42733, bill5=46404, bill6=37993, payv1=0, payv2=8000, payv3=15000, payv4=9000, payv5=10000, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=778, limitBalance=20000, sex=1, education=2, marriage=2, age=26, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-2, pay6=-1, bill1=1438, bill2=1261, bill3=451, bill4=-810, bill5=-420, bill6=1320, payv1=1261, payv2=451, payv3=0, payv4=780, payv5=2130, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=780, limitBalance=50000, sex=2, education=2, marriage=2, age=31, pay0=1, pay2=-2, pay3=-1, pay4=-1, pay5=-1, pay6=2, bill1=0, bill2=0, bill3=190, bill4=0, bill5=36059, bill6=32851, payv1=0, payv2=190, payv3=0, payv4=36059, payv5=0, payv6=2420, defaultPaymentNextMonth=0)
PaymentData(id=781, limitBalance=230000, sex=1, education=1, marriage=2, age=29, pay0=0, pay2=0, pay3=2, pay4=2, pay5=2, pay6=0, bill1=40732, bill2=44563, bill3=42804, bill4=44020, bill5=41278, bill6=34672, payv1=5000, payv2=0, payv3=3000, payv4=0, payv5=3000, payv6=3000, defaultPaymentNextMonth=0)
PaymentData(id=782, limitBalance=50000, sex=1, education=2, marriage=1, age=27, pay0=-1, pay2=-1, pay3=2, pay4=-1, pay5=-1, pay6=-1, bill1=819, bill2=3003, bill3=1677, bill4=1177, bill5=1313, bill6=1085, payv1=2184, payv2=5, payv3=1180, payv4=1316, payv5=1088, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=784, limitBalance=210000, sex=2, education=1, marriage=1, age=42, pay0=1, pay2=-2, pay3=-1, pay4=-1, pay5=-2, pay6=-2, bill1=0, bill2=0, bill3=2490, bill4=0, bill5=0, bill6=0, payv1=0, payv2=2490, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=1)
PaymentData(id=785, limitBalance=230000, sex=2, education=2, marriage=1, age=32, pay0=0, pay2=0, pay3=0, pay4=0, pay5=2, pay6=0, bill1=87764, bill2=73526, bill3=72376, bill4=76870, bill5=75211, bill6=76645, payv1=2630, payv2=2614, payv3=6000, payv4=0, payv5=3000, payv6=2800, defaultPaymentNextMonth=1)
PaymentData(id=786, limitBalance=500000, sex=2, education=1, marriage=2, age=26, pay0=1, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=31421, bill2=22150, bill3=0, bill4=0, bill5=0, bill6=0, payv1=22157, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=787, limitBalance=370000, sex=2, education=1, marriage=2, age=38, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=929, bill2=328, bill3=0, bill4=1539, bill5=1815, bill6=0, payv1=328, payv2=0, payv3=1539, payv4=1815, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=790, limitBalance=60000, sex=2, education=2, marriage=2, age=29, pay0=-1, pay2=0, pay3=0, pay4=0, pay5=-2, pay6=-2, bill1=55064, bill2=57833, bill3=9479, bill4=0, bill5=0, bill6=0, payv1=5000, payv2=1033, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=791, limitBalance=30000, sex=2, education=2, marriage=2, age=51, pay0=1, pay2=2, pay3=2, pay4=0, pay5=0, pay6=0, bill1=25382, bill2=26480, bill3=25761, bill4=25964, bill5=26507, bill6=27249, payv1=1800, payv2=0, payv3=928, payv4=960, payv5=1181, payv6=967, defaultPaymentNextMonth=0)
PaymentData(id=792, limitBalance=70000, sex=1, education=1, marriage=2, age=27, pay0=1, pay2=-1, pay3=-1, pay4=-1, pay5=-2, pay6=-1, bill1=-54, bill2=273, bill3=19, bill4=-254, bill5=-527, bill6=1096, payv1=600, payv2=19, payv3=0, payv4=0, payv5=1896, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=793, limitBalance=410000, sex=1, education=1, marriage=2, age=32, pay0=-1, pay2=-1, pay3=-1, pay4=-2, pay5=-2, pay6=-2, bill1=5335, bill2=5369, bill3=-281, bill4=-281, bill5=-281, bill6=-281, payv1=5400, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=794, limitBalance=280000, sex=2, education=3, marriage=1, age=40, pay0=1, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=-288, bill2=-288, bill3=-288, bill4=-288, bill5=-288, bill6=2124, payv1=0, payv2=0, payv3=0, payv4=0, payv5=2412, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=797, limitBalance=230000, sex=2, education=1, marriage=2, age=29, pay0=-2, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=0, bill2=0, bill3=0, bill4=0, bill5=0, bill6=0, payv1=0, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=798, limitBalance=50000, sex=2, education=1, marriage=2, age=22, pay0=0, pay2=0, pay3=0, pay4=-1, pay5=-1, pay6=-2, bill1=13801, bill2=9549, bill3=5385, bill4=7781, bill5=0, bill6=0, payv1=1372, payv2=1275, payv3=7900, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=799, limitBalance=100000, sex=2, education=1, marriage=2, age=48, pay0=2, pay2=2, pay3=2, pay4=2, pay5=2, pay6=0, bill1=15355, bill2=17949, bill3=18158, bill4=18365, bill5=17932, bill6=18147, payv1=3164, payv2=800, payv3=800, payv4=0, payv5=662, payv6=3000, defaultPaymentNextMonth=0)
PaymentData(id=801, limitBalance=400000, sex=1, education=1, marriage=2, age=37, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-2, pay6=-1, bill1=385, bill2=12695, bill3=1290, bill4=0, bill5=0, bill6=3058, payv1=13032, payv2=1290, payv3=0, payv4=0, payv5=3058, payv6=3768, defaultPaymentNextMonth=0)
PaymentData(id=802, limitBalance=20000, sex=1, education=2, marriage=2, age=25, pay0=4, pay2=3, pay3=2, pay4=0, pay5=0, pay6=0, bill1=20610, bill2=20005, bill3=19331, bill4=19333, bill5=17363, bill6=16314, payv1=0, payv2=0, payv3=500, payv4=715, payv5=326, payv6=0, defaultPaymentNextMonth=1)
PaymentData(id=803, limitBalance=50000, sex=2, education=3, marriage=1, age=44, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=0, pay6=0, bill1=2000, bill2=780, bill3=0, bill4=7472, bill5=10174, bill6=11104, payv1=780, payv2=0, payv3=7472, payv4=3000, payv5=1104, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=804, limitBalance=230000, sex=2, education=1, marriage=2, age=28, pay0=-1, pay2=-1, pay3=-1, pay4=-2, pay5=-2, pay6=-2, bill1=6666, bill2=6666, bill3=0, bill4=0, bill5=0, bill6=0, payv1=6666, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=805, limitBalance=220000, sex=1, education=2, marriage=2, age=29, pay0=0, pay2=0, pay3=0, pay4=-2, pay5=-2, pay6=-2, bill1=31037, bill2=6244, bill3=0, bill4=0, bill5=0, bill6=0, payv1=3050, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=806, limitBalance=300000, sex=2, education=1, marriage=1, age=36, pay0=0, pay2=0, pay3=0, pay4=0, pay5=-2, pay6=-1, bill1=25239, bill2=25001, bill3=20800, bill4=0, bill5=0, bill6=65755, payv1=1713, payv2=1000, payv3=0, payv4=0, payv5=65755, payv6=3000, defaultPaymentNextMonth=0)
PaymentData(id=808, limitBalance=20000, sex=2, education=3, marriage=2, age=36, pay0=0, pay2=0, pay3=2, pay4=2, pay5=2, pay6=2, bill1=16754, bill2=18873, bill3=19862, bill4=19245, bill5=20532, bill6=19953, payv1=2400, payv2=1600, payv3=0, payv4=1600, payv5=209, payv6=0, defaultPaymentNextMonth=1)
PaymentData(id=809, limitBalance=190000, sex=2, education=1, marriage=2, age=26, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=2, bill1=31061, bill2=32129, bill3=33142, bill4=33726, bill5=35758, bill6=35171, payv1=1750, payv2=1720, payv3=1300, payv4=2600, payv5=0, payv6=1400, defaultPaymentNextMonth=0)
PaymentData(id=811, limitBalance=120000, sex=2, education=1, marriage=3, age=44, pay0=0, pay2=0, pay3=2, pay4=0, pay5=0, pay6=0, bill1=70096, bill2=76446, bill3=73732, bill4=12329, bill5=12329, bill6=0, payv1=8100, payv2=0, payv3=247, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=813, limitBalance=140000, sex=2, education=1, marriage=2, age=24, pay0=1, pay2=-2, pay3=-2, pay4=-2, pay5=-1, pay6=-1, bill1=0, bill2=0, bill3=0, bill4=0, bill5=1086, bill6=0, payv1=0, payv2=0, payv3=0, payv4=1086, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=814, limitBalance=300000, sex=2, education=3, marriage=1, age=29, pay0=-1, pay2=0, pay3=0, pay4=0, pay5=0, pay6=-1, bill1=24921, bill2=21333, bill3=16212, bill4=11304, bill5=11396, bill6=6138, payv1=2000, payv2=3000, payv3=0, payv4=5000, payv5=6202, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=815, limitBalance=120000, sex=1, education=3, marriage=1, age=33, pay0=1, pay2=2, pay3=2, pay4=2, pay5=2, pay6=2, bill1=66055, bill2=67405, bill3=68405, bill4=69387, bill5=70727, bill6=72215, payv1=3000, payv2=2700, payv3=2700, payv4=2600, payv5=2800, payv6=0, defaultPaymentNextMonth=1)
PaymentData(id=816, limitBalance=280000, sex=2, education=2, marriage=1, age=39, pay0=0, pay2=0, pay3=2, pay4=0, pay5=0, pay6=0, bill1=213738, bill2=228963, bill3=223810, bill4=158542, bill5=162244, bill6=108143, payv1=20300, payv2=0, payv3=5600, payv4=6300, payv5=4000, payv6=4000, defaultPaymentNextMonth=0)
PaymentData(id=817, limitBalance=70000, sex=1, education=3, marriage=1, age=51, pay0=2, pay2=2, pay3=0, pay4=0, pay5=0, pay6=0, bill1=54968, bill2=51384, bill3=49734, bill4=50361, bill5=49185, bill6=47245, payv1=0, payv2=2100, payv3=1950, payv4=1900, payv5=2219, payv6=2100, defaultPaymentNextMonth=1)
PaymentData(id=818, limitBalance=20000, sex=2, education=3, marriage=2, age=24, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=2, bill1=4101, bill2=507, bill3=3042, bill4=0, bill5=8402, bill6=6204, payv1=507, payv2=3042, payv3=0, payv4=8402, payv5=0, payv6=4739, defaultPaymentNextMonth=0)
PaymentData(id=821, limitBalance=200000, sex=2, education=3, marriage=0, age=51, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=0, pay6=-1, bill1=780, bill2=0, bill3=390, bill4=780, bill5=390, bill6=390, payv1=0, payv2=390, payv3=780, payv4=0, payv5=390, payv6=390, defaultPaymentNextMonth=0)
PaymentData(id=823, limitBalance=150000, sex=1, education=2, marriage=1, age=50, pay0=-1, pay2=0, pay3=0, pay4=2, pay5=0, pay6=0, bill1=55336, bill2=58255, bill3=36260, bill4=35037, bill5=34631, bill6=63156, payv1=5085, payv2=4000, payv3=0, payv4=2000, payv5=30000, payv6=5000, defaultPaymentNextMonth=0)
PaymentData(id=824, limitBalance=20000, sex=2, education=1, marriage=2, age=22, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=20243, bill2=20400, bill3=19583, bill4=19983, bill5=20196, bill6=19705, payv1=1410, payv2=1200, payv3=534, payv4=700, payv5=1000, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=826, limitBalance=170000, sex=2, education=2, marriage=2, age=33, pay0=1, pay2=-1, pay3=-1, pay4=-1, pay5=-2, pay6=-2, bill1=0, bill2=7042, bill3=2986, bill4=0, bill5=0, bill6=0, payv1=7042, payv2=2986, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=827, limitBalance=50000, sex=2, education=2, marriage=1, age=24, pay0=1, pay2=2, pay3=0, pay4=0, pay5=0, pay6=2, bill1=27087, bill2=26372, bill3=26992, bill4=27693, bill5=29237, bill6=28607, payv1=0, payv2=1400, payv3=1100, payv4=2100, payv5=0, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=828, limitBalance=10000, sex=1, education=2, marriage=2, age=37, pay0=0, pay2=0, pay3=0, pay4=0, pay5=2, pay6=2, bill1=8755, bill2=8158, bill3=7540, bill4=8164, bill5=6963, bill6=5923, payv1=1167, payv2=1022, payv3=1036, payv4=0, payv5=2700, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=829, limitBalance=200000, sex=2, education=2, marriage=1, age=58, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-2, pay6=-1, bill1=3035, bill2=199602, bill3=720, bill4=0, bill5=0, bill6=1500, payv1=199646, payv2=720, payv3=0, payv4=0, payv5=1500, payv6=185652, defaultPaymentNextMonth=0)
PaymentData(id=831, limitBalance=320000, sex=1, education=1, marriage=2, age=28, pay0=-1, pay2=0, pay3=0, pay4=-1, pay5=0, pay6=0, bill1=2007, bill2=3477, bill3=3037, bill4=1633, bill5=3633, bill6=0, payv1=2000, payv2=1000, payv3=1633, payv4=2000, payv5=0, payv6=3000, defaultPaymentNextMonth=0)
PaymentData(id=832, limitBalance=20000, sex=2, education=3, marriage=1, age=24, pay0=8, pay2=7, pay3=6, pay4=5, pay5=4, pay6=3, bill1=24310, bill2=23987, bill3=23353, bill4=22719, bill5=21796, bill6=21162, payv1=0, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=834, limitBalance=230000, sex=2, education=3, marriage=2, age=30, pay0=-1, pay2=-1, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=550, bill2=0, bill3=13013, bill4=14265, bill5=13659, bill6=0, payv1=0, payv2=13013, payv3=1252, payv4=3659, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=835, limitBalance=20000, sex=2, education=1, marriage=2, age=23, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=-2, bill1=17246, bill2=16988, bill3=15973, bill4=18773, bill5=0, bill6=0, payv1=2000, payv2=2000, payv3=3000, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=836, limitBalance=30000, sex=2, education=3, marriage=2, age=53, pay0=-1, pay2=-1, pay3=-1, pay4=-1, pay5=-1, pay6=-1, bill1=1598, bill2=2487, bill3=0, bill4=4810, bill5=2796, bill6=3245, payv1=2487, payv2=0, payv3=4810, payv4=2796, payv5=3245, payv6=7305, defaultPaymentNextMonth=1)
PaymentData(id=837, limitBalance=80000, sex=2, education=2, marriage=2, age=23, pay0=2, pay2=2, pay3=2, pay4=2, pay5=2, pay6=2, bill1=22895, bill2=23837, bill3=24253, bill4=24562, bill5=25126, bill6=25476, payv1=1600, payv2=1100, payv3=1000, payv4=1100, payv5=906, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=840, limitBalance=500000, sex=1, education=1, marriage=1, age=43, pay0=1, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=0, bill2=0, bill3=0, bill4=0, bill5=0, bill6=0, payv1=0, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=1)
PaymentData(id=843, limitBalance=30000, sex=2, education=2, marriage=1, age=32, pay0=-2, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=0, bill2=0, bill3=0, bill4=0, bill5=7463, bill6=6804, payv1=0, payv2=0, payv3=0, payv4=7463, payv5=6804, payv6=4985, defaultPaymentNextMonth=0)
PaymentData(id=844, limitBalance=110000, sex=2, education=2, marriage=2, age=33, pay0=1, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-1, bill1=0, bill2=0, bill3=0, bill4=0, bill5=0, bill6=150, payv1=0, payv2=0, payv3=0, payv4=0, payv5=300, payv6=102, defaultPaymentNextMonth=1)
PaymentData(id=847, limitBalance=300000, sex=2, education=2, marriage=1, age=34, pay0=-2, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=205064, bill2=-86, bill3=-86, bill4=2014, bill5=-185, bill6=1815, payv1=0, payv2=0, payv3=2100, payv4=0, payv5=2000, payv6=5000, defaultPaymentNextMonth=0)
PaymentData(id=848, limitBalance=50000, sex=1, education=2, marriage=3, age=42, pay0=2, pay2=0, pay3=0, pay4=2, pay5=0, pay6=0, bill1=47647, bill2=50232, bill3=50510, bill4=32177, bill5=29530, bill6=29789, payv1=3700, payv2=3700, payv3=0, payv4=1072, payv5=1500, payv6=1132, defaultPaymentNextMonth=1)
PaymentData(id=849, limitBalance=150000, sex=1, education=3, marriage=1, age=37, pay0=4, pay2=4, pay3=4, pay4=3, pay5=2, pay6=0, bill1=151117, bill2=153787, bill3=150320, bill4=147989, bill5=143355, bill6=143131, payv1=6500, payv2=0, payv3=512, payv4=0, payv5=4388, payv6=4221, defaultPaymentNextMonth=1)
PaymentData(id=850, limitBalance=80000, sex=2, education=3, marriage=1, age=57, pay0=-1, pay2=2, pay3=-1, pay4=0, pay5=0, pay6=0, bill1=726, bill2=726, bill3=15400, bill4=15000, bill5=15000, bill6=15000, payv1=0, payv2=15400, payv3=0, payv4=0, payv5=0, payv6=100, defaultPaymentNextMonth=0)
PaymentData(id=851, limitBalance=40000, sex=2, education=2, marriage=2, age=23, pay0=0, pay2=0, pay3=0, pay4=2, pay5=2, pay6=6, bill1=20035, bill2=21406, bill3=24735, bill4=24050, bill5=43317, bill6=44059, payv1=2000, payv2=4000, payv3=0, payv4=20000, payv5=2000, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=852, limitBalance=30000, sex=1, education=2, marriage=2, age=32, pay0=1, pay2=2, pay3=2, pay4=0, pay5=0, pay6=0, bill1=29095, bill2=30819, bill3=29214, bill4=29478, bill5=23384, bill6=22428, payv1=2500, payv2=0, payv3=910, payv4=1000, payv5=1000, payv6=1000, defaultPaymentNextMonth=0)
PaymentData(id=853, limitBalance=50000, sex=1, education=1, marriage=1, age=37, pay0=0, pay2=0, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=30400, bill2=0, bill3=0, bill4=0, bill5=0, bill6=0, payv1=500, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=855, limitBalance=50000, sex=2, education=3, marriage=2, age=49, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=4987, bill2=6741, bill3=9366, bill4=8566, bill5=10066, bill6=0, payv1=2000, payv2=3000, payv3=1500, payv4=1500, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=856, limitBalance=30000, sex=2, education=2, marriage=2, age=25, pay0=-2, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=26957, bill2=26269, bill3=17036, bill4=27497, bill5=16098, bill6=7300, payv1=1333, payv2=2256, payv3=27497, payv4=787, payv5=200, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=857, limitBalance=40000, sex=2, education=1, marriage=2, age=29, pay0=0, pay2=0, pay3=2, pay4=2, pay5=2, pay6=2, bill1=26461, bill2=29425, bill3=30145, bill4=29361, bill5=33893, bill6=34487, payv1=3400, payv2=1500, payv3=0, payv4=5000, payv5=1300, payv6=0, defaultPaymentNextMonth=1)
PaymentData(id=858, limitBalance=100000, sex=2, education=3, marriage=1, age=43, pay0=2, pay2=2, pay3=2, pay4=2, pay5=2, pay6=2, bill1=50485, bill2=51582, bill3=52141, bill4=52691, bill5=54199, bill6=53176, payv1=2200, payv2=2000, payv3=2000, payv4=2500, payv5=0, payv6=4500, defaultPaymentNextMonth=1)
PaymentData(id=860, limitBalance=20000, sex=2, education=2, marriage=2, age=27, pay0=0, pay2=0, pay3=0, pay4=0, pay5=0, pay6=0, bill1=20218, bill2=19194, bill3=20112, bill4=19712, bill5=19712, bill6=6321, payv1=1482, payv2=1400, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
PaymentData(id=861, limitBalance=50000, sex=1, education=1, marriage=2, age=26, pay0=-2, pay2=-2, pay3=-2, pay4=-2, pay5=-2, pay6=-2, bill1=0, bill2=0, bill3=0, bill4=0, bill5=0, bill6=0, payv1=0, payv2=0, payv3=0, payv4=0, payv5=0, payv6=0, defaultPaymentNextMonth=0)
